Day,Month,Year,Temperature,Precipitation,Special Occasion,Qty1,Qty2,Qty3
5,3,2016,16.21224125,6.084352305,1,39,39,40
6,3,2016,23.41739184,1.014087042,1,34,34,30
7,3,2016,20.97416044,10.24544942,1,30,32,28
8,3,2016,25.14561073,12.79773779,1,34,36,32
9,3,2016,22.20676896,12.3430881,1,20,18,21
10,3,2016,20.8539873,6.64660552,1,25,22,24
11,3,2016,22.68961232,14.56603503,1,35,31,34
12,3,2016,19.73356191,9.443654697,1,32,29,28
13,3,2016,27.60813682,6.657413724,1,22,26,21
14,3,2016,23.85914381,5.548292338,1,35,35,33
15,3,2016,26.10995133,9.609263209,1,37,40,37
16,3,2016,30.68328732,12.82232399,1,24,27,23
17,3,2016,34.97505256,9.798115807,1,35,38,30
18,3,2016,25.24764776,1.734097493,1,32,29,28
19,3,2016,21.57027032,6.717077536,1,34,31,30
20,3,2016,24.01969463,9.90501161,1,25,28,21
21,3,2016,23.49610236,10.97591184,1,27,26,29
22,3,2016,25.54707114,18.92941696,1,35,31,38
23,3,2016,21.4782943,15.37351929,1,35,31,32
24,3,2016,32.42990019,7.142333221,1,31,26,31
25,3,2016,21.70597849,13.51262834,1,37,34,34
26,3,2016,20.19431432,8.732347434,1,24,20,22
27,3,2016,32.93074109,6.715224622,1,24,26,19
28,3,2016,27.64926675,12.74694807,1,36,31,38
29,3,2016,26.2194618,15.02825081,1,37,34,35
30,3,2016,31.41341781,9.369393843,1,33,37,37
31,3,2016,24.63142403,8.442516337,1,24,22,23
1,4,2016,30.71233163,2.216241689,1,43,42,39
2,4,2016,31.91355207,8.052408058,1,38,42,39
3,4,2016,21.76713054,9.786970921,1,31,29,30
4,4,2016,20.67348818,9.537359375,1,23,18,24
5,4,2016,24.23257291,9.575076465,1,24,19,20
6,4,2016,24.90197116,15.06112998,1,20,21,23
7,4,2016,23.32585128,11.90654949,1,35,34,31
8,4,2016,22.30282445,3.718563496,1,32,30,27
9,4,2016,26.54788885,5.443824308,1,21,19,18
10,4,2016,28.09625542,10.7417434,1,29,25,25
11,4,2016,27.09389036,7.061008769,1,29,24,32
12,4,2016,21.07166804,7.188741875,1,32,34,32
13,4,2016,20.41943362,2.30768092,1,31,34,35
14,4,2016,22.99390685,16.79800826,1,29,30,29
15,4,2016,20.82740982,13.36435234,1,35,32,38
16,4,2016,22.89655929,1.118408001,1,37,40,40
17,4,2016,25.07181623,6.369866004,1,37,40,33
18,4,2016,21.88186941,8.695043283,1,28,32,28
19,4,2016,27.27710139,5.414144353,1,35,36,30
20,4,2016,24.90430477,11.27123737,1,23,22,23
21,4,2016,32.65628655,10.23205966,1,23,19,18
22,4,2016,27.56446486,9.299121083,1,29,32,27
23,4,2016,24.11129833,15.5086969,1,30,30,31
24,4,2016,31.3468776,12.14342097,1,23,22,23
25,4,2016,23.37399884,19.18249573,1,34,32,29
26,4,2016,26.36950795,8.95114709,1,23,23,23
27,4,2016,27.7362981,12.85639922,1,33,35,32
28,4,2016,28.1345143,13.51294855,1,23,24,20
29,4,2016,22.33511871,13.05278485,1,32,33,35
30,4,2016,26.60573936,10.89547599,1,20,24,20
31,4,2016,23.79656424,13.09210854,1,38,36,36
1,5,2016,25.83445567,15.40805299,2,50,48,54
2,5,2016,19.89029099,18.00816824,1,28,25,30
3,5,2016,27.83853814,0,1,23,25,18
4,5,2016,22.65199919,11.32014947,1,30,28,25
5,5,2016,20.84224798,12.64661384,1,32,36,29
6,5,2016,31.52386593,9.533811496,1,33,37,33
7,5,2016,27.92838865,8.03819857,1,38,38,36
8,5,2016,30.60817635,6.25413583,1,31,35,29
9,5,2016,28.07885817,8.609446306,1,25,28,22
10,5,2016,20.52399867,9.561527616,1,21,19,17
11,5,2016,26.90247713,9.840144762,1,25,28,22
12,5,2016,25.809991,11.63332117,1,27,27,24
13,5,2016,14.10353911,5.705220115,1,36,40,34
14,5,2016,29.29820063,7.3344332,1,37,32,34
15,5,2016,24.20385228,15.78970265,1,25,27,24
16,5,2016,27.4170348,10.19468402,1,21,16,21
17,5,2016,25.98863879,7.034245285,1,28,24,26
18,5,2016,26.69682982,8.439754023,1,28,29,24
19,5,2016,24.85672797,6.845927713,1,21,22,18
20,5,2016,26.22518394,5.623988882,1,32,31,30
21,5,2016,20.17281757,15.53649251,1,29,29,32
22,5,2016,23.74378776,8.085825642,1,32,34,36
23,5,2016,31.31200472,7.385111214,1,21,22,19
24,5,2016,26.51375523,3.224169839,1,24,19,20
25,5,2016,36.77547385,12.73113577,1,22,18,24
26,5,2016,32.9856982,3.238772192,1,57,58,53
27,5,2016,36.44813926,8.787218702,1,39,40,34
28,5,2016,22.44200222,6.343308106,1,26,25,22
29,5,2016,19.18735445,6.602714273,1,27,24,30
30,5,2016,28.94753773,10.78087529,1,26,23,23
31,5,2016,20.700932,3.792413294,1,38,37,33
1,6,2016,26.57807297,8.130548483,1,25,24,26
2,6,2016,25.85608648,7.707514799,1,24,22,23
3,6,2016,25.17282102,7.309108396,1,36,32,40
4,6,2016,21.16333909,0,1,26,21,22
5,6,2016,23.76834374,15.56494174,1,33,34,35
6,6,2016,24.89423754,11.5652451,1,23,24,21
7,6,2016,24.11608643,0,1,27,22,23
8,6,2016,21.49241943,0.1129774855,1,23,27,21
9,6,2016,21.17425239,5.740749619,1,26,29,30
10,6,2016,23.11187995,17.0430228,1,30,34,28
11,6,2016,23.28815978,8.448478873,1,21,21,18
12,6,2016,25.754877,9.610626067,1,22,19,24
13,6,2016,21.0883784,11.58549083,1,25,29,23
14,6,2016,26.61607698,13.20775112,1,26,29,22
15,6,2016,28.28231842,10.3292559,1,39,38,37
16,6,2016,27.98694577,13.88720137,1,39,38,42
17,6,2016,25.82345602,10.62893704,1,29,24,27
18,6,2016,21.41118661,11.45678932,1,31,28,32
19,6,2016,22.94474777,13.74649778,1,36,36,35
20,6,2016,22.42400815,15.39608388,1,23,25,25
21,6,2016,25.78277131,9.298363947,1,21,23,21
22,6,2016,29.46705861,6.481836718,1,32,28,34
23,6,2016,33.68464803,7.91082782,1,35,33,32
24,6,2016,27.57903919,10.08697973,1,26,23,23
25,6,2016,21.46282816,13.67159976,1,29,24,25
26,6,2016,18.10581514,24.62624792,1,35,33,33
27,6,2016,24.12894714,9.390249442,1,36,33,40
28,6,2016,26.9236594,21.52880004,1,35,32,32
29,6,2016,24.44482528,18.42791007,1,24,21,24
30,6,2016,23.75339151,13.11256694,1,35,33,37
31,6,2016,26.55684362,4.424757364,1,28,28,23
1,7,2016,28.61974032,14.3300501,1,34,30,35
2,7,2016,33.03754171,0.9879494575,1,49,51,50
3,7,2016,14.59557316,19.73510954,1,37,37,33
4,7,2016,29.51544227,0,2,63,61,58
5,7,2016,25.35388627,0.7302854964,1,33,37,37
6,7,2016,24.99993744,2.169480538,1,31,29,32
7,7,2016,28.71651097,18.04388174,1,33,28,33
8,7,2016,31.56995298,15.18409025,1,30,31,32
9,7,2016,16.39873019,7.841760704,1,24,22,25
10,7,2016,22.22633597,9.381996193,1,34,35,35
11,7,2016,31.12300633,6.120836842,1,32,36,34
12,7,2016,23.30483562,9.827981254,1,32,32,28
13,7,2016,26.59659351,15.06178908,1,37,33,39
14,7,2016,21.31293106,16.21493946,1,29,33,31
15,7,2016,26.52330228,8.70212845,1,29,27,27
16,7,2016,29.24938537,7.52507145,1,34,32,38
17,7,2016,27.199044,9.572920278,1,35,39,38
18,7,2016,28.38005574,6.689736199,1,30,32,32
19,7,2016,21.97629602,2.95554519,1,26,29,30
20,7,2016,26.48295971,13.25659,1,35,34,37
21,7,2016,28.17987182,8.404349334,1,29,31,25
22,7,2016,27.6129667,13.05362099,1,33,36,34
23,7,2016,36.97572004,11.28298152,1,24,28,27
24,7,2016,24.38099188,13.09514166,1,33,32,28
25,7,2016,26.14855853,10.18588751,1,20,16,19
26,7,2016,32.65876512,8.367532081,1,34,34,32
27,7,2016,25.98776697,14.97324672,1,33,28,36
28,7,2016,27.73723838,17.3598406,1,28,26,29
29,7,2016,25.50157217,5.306042716,1,30,31,34
30,7,2016,37.44947924,9.481641075,1,26,24,30
31,7,2016,25.44290099,21.04902795,1,24,19,28
1,8,2016,26.83036364,15.5143123,1,32,30,33
2,8,2016,25.22824475,15.78567799,1,36,37,35
3,8,2016,35.0294572,10.40829182,1,31,35,30
4,8,2016,32.095383,6.274313921,1,20,20,22
5,8,2016,27.76973893,6.517017784,1,31,27,26
6,8,2016,27.85479101,16.00232876,1,37,39,34
7,8,2016,20.48147595,6.740968802,1,38,36,40
8,8,2016,26.40998789,6.977487703,1,26,25,25
9,8,2016,32.22725119,8.894733204,1,22,24,20
10,8,2016,28.34576094,11.26028242,1,22,17,17
11,8,2016,17.06788037,10.99043519,1,39,37,37
12,8,2016,18.6451908,8.273392379,1,23,23,18
13,8,2016,29.4819935,12.38977832,1,39,40,39
14,8,2016,25.32028846,4.681100166,1,25,26,29
15,8,2016,19.87289086,8.46003565,1,24,26,20
16,8,2016,21.22314591,7.405469236,1,35,34,32
17,8,2016,30.34678234,8.221857883,1,35,37,31
18,8,2016,37.29995423,6.79754882,1,31,28,29
19,8,2016,17.08205139,13.25055591,1,21,16,20
20,8,2016,22.15174459,15.96433303,1,38,34,35
21,8,2016,24.01674573,18.68289259,1,28,29,32
22,8,2016,20.05578948,7.843483812,1,23,23,21
23,8,2016,25.14561086,9.075359655,1,26,30,30
24,8,2016,30.84328964,7.369999176,1,29,28,25
25,8,2016,23.22110381,20.30563856,1,22,25,18
26,8,2016,33.88676888,10.54023287,1,36,38,37
27,8,2016,25.71908466,12.62343997,1,22,25,21
28,8,2016,21.86556128,16.99478441,1,30,31,33
29,8,2016,18.06834134,5.443242399,1,38,34,36
30,8,2016,22.79137144,10.9215742,1,34,33,30
31,8,2016,21.29470612,8.914919967,1,23,26,18
1,9,2016,23.51362404,10.39268638,1,24,24,20
2,9,2016,28.8438388,10.74745783,1,33,29,35
3,9,2016,22.39450262,19.41582073,1,31,32,26
4,9,2016,25.23240771,6.585721113,1,31,28,34
5,9,2016,27.74644325,4.368652145,1,33,35,32
6,9,2016,23.7525185,9.167701367,1,28,28,32
7,9,2016,28.94250423,9.73772834,1,35,37,37
8,9,2016,28.5835413,3.113743369,1,32,36,36
9,9,2016,31.50802417,10.8967502,1,33,34,29
10,9,2016,31.26755719,8.376301208,1,32,33,36
11,9,2016,21.896196,14.52045486,1,34,32,37
12,9,2016,15.69589413,13.00136827,1,22,26,25
13,9,2016,18.02498375,14.17994816,1,31,35,27
14,9,2016,28.89682393,16.54271209,1,38,36,37
15,9,2016,29.29746068,6.292220138,1,27,26,23
16,9,2016,33.71800565,2.288873258,1,43,42,39
17,9,2016,27.89691089,11.77410772,1,38,34,38
18,9,2016,21.05569872,3.584765204,1,24,22,19
19,9,2016,21.56609028,15.57120204,1,38,42,37
20,9,2016,23.43393152,7.122023524,1,39,39,42
21,9,2016,28.51327597,18.36855861,1,32,28,34
22,9,2016,22.75495621,3.030638222,1,29,33,28
23,9,2016,21.95920362,13.02700007,1,37,39,41
24,9,2016,32.33516867,10.82242788,1,31,31,31
25,9,2016,15.53949991,12.84029146,1,39,38,34
26,9,2016,33.74342664,17.23813293,1,21,18,18
27,9,2016,27.283431,20.83084041,1,23,18,20
28,9,2016,22.74426211,8.422369521,1,39,42,35
29,9,2016,29.48421615,9.696603042,1,23,25,27
30,9,2016,26.34584044,12.71044292,1,23,19,19
31,9,2016,29.62055348,14.66830272,1,25,21,28
1,10,2016,20.52163949,6.669351063,1,33,29,31
2,10,2016,31.31480146,4.586424496,1,42,46,46
3,10,2016,16.96201627,9.627186487,1,21,23,19
4,10,2016,24.86953093,7.44611253,1,28,27,29
5,10,2016,19.47954645,0.3077052272,1,29,32,33
6,10,2016,21.55736603,10.80910947,1,26,27,29
7,10,2016,25.60271001,9.94615868,1,29,25,28
8,10,2016,32.28498414,10.00448049,1,21,18,20
9,10,2016,29.02834563,8.484239699,1,32,35,32
10,10,2016,29.57497842,10.66608541,1,28,27,31
11,10,2016,20.90696362,2.774244194,1,24,26,23
12,10,2016,26.84398621,16.15584136,1,28,32,30
13,10,2016,18.13685176,5.712857995,1,24,27,27
14,10,2016,28.50615582,3.646938978,1,38,41,35
15,10,2016,30.91633804,8.97306297,1,25,23,24
16,10,2016,25.4995253,16.40918222,1,29,26,25
17,10,2016,29.1292915,11.61779748,1,28,28,28
18,10,2016,24.44832519,3.535227819,1,36,37,36
19,10,2016,26.1769129,0,1,35,34,31
20,10,2016,20.750577,6.576254787,1,38,38,41
21,10,2016,21.10844297,5.64878638,1,25,27,28
22,10,2016,33.04522488,10.71508337,1,39,43,42
23,10,2016,30.68064482,8.292407438,1,37,32,32
24,10,2016,33.67593105,17.10162832,1,32,30,27
25,10,2016,31.8194811,6.061119396,1,22,22,22
26,10,2016,15.90794647,18.85828334,1,38,38,36
27,10,2016,21.02088234,17.09640851,1,30,32,34
28,10,2016,23.91562895,6.373589765,1,21,24,21
29,10,2016,28.93082461,16.42993413,1,24,19,23
30,10,2016,31.71876172,2.020136919,1,41,38,37
31,10,2016,20.04839024,6.104902372,2,69,69,65
1,11,2016,33.31615117,14.62933098,1,37,37,34
2,11,2016,18.27545268,4.923869499,1,27,23,31
3,11,2016,28.36010337,4.654053444,1,35,35,33
4,11,2016,35.24367926,2.517553563,1,44,40,44
5,11,2016,17.50322679,13.83443734,1,37,41,34
6,11,2016,26.3725181,10.9334038,1,39,36,37
7,11,2016,25.98774847,12.20522528,1,30,28,26
8,11,2016,19.70237213,8.390186626,1,23,18,27
9,11,2016,29.93226115,11.75437767,1,36,34,38
10,11,2016,20.23868231,0,1,37,32,41
11,11,2016,25.43568875,16.14250948,2,54,50,52
12,11,2016,25.27735954,5.704936142,1,32,29,31
13,11,2016,29.72884657,19.6438247,1,31,28,26
14,11,2016,23.84414929,11.05984305,1,36,34,32
15,11,2016,26.08846051,0.9783373863,1,31,30,34
16,11,2016,18.29031273,10.84429112,1,21,21,17
17,11,2016,32.81623811,5.367101511,1,28,31,30
18,11,2016,23.46214851,13.88674826,1,28,28,28
19,11,2016,23.32474084,9.258537143,1,34,30,31
20,11,2016,18.36180366,26.49060583,1,20,21,19
21,11,2016,17.37835405,4.149744248,1,21,17,25
22,11,2016,41.4179822,9.108005152,1,25,29,21
23,11,2016,23.22773211,4.271471083,1,29,30,32
24,11,2016,24.30945536,11.97998706,1,27,23,25
25,11,2016,29.74266461,16.15638043,1,21,21,17
26,11,2016,22.27767998,6.257002257,1,35,36,31
27,11,2016,26.2823152,17.36198466,1,21,18,16
28,11,2016,22.63887055,5.270792709,1,30,27,27
29,11,2016,26.64376538,14.70293632,1,33,37,29
30,11,2016,17.49878253,20.12428281,1,32,29,27
31,11,2016,24.66312501,8.582949954,1,30,33,34
1,12,2016,21.31411553,11.01348746,1,22,23,23
2,12,2016,24.66408988,14.39598908,1,30,28,30
3,12,2016,12.0299523,14.27125323,1,25,24,26
4,12,2016,29.82679834,6.498957606,1,23,19,27
5,12,2016,21.02865099,5.142331768,1,22,23,23
6,12,2016,22.95154378,11.56176576,1,35,36,35
7,12,2016,18.27113366,9.787509451,1,32,35,35
8,12,2016,24.52340933,15.93512774,1,23,26,19
9,12,2016,24.77755207,11.12796612,1,33,36,35
10,12,2016,24.40017124,10.2009741,1,31,31,32
11,12,2016,24.40139835,4.366227257,1,31,28,29
12,12,2016,23.32840543,3.830628299,1,38,35,39
13,12,2016,24.79278659,16.8797079,1,38,38,37
14,12,2016,23.74082756,17.90732756,1,38,42,39
15,12,2016,21.21147329,16.44249861,1,20,20,21
16,12,2016,26.9459742,3.785278473,1,32,31,34
17,12,2016,19.64260805,17.96736046,1,21,17,16
18,12,2016,13.15598274,16.61097079,1,29,25,27
19,12,2016,28.99186388,9.097051782,1,31,34,28
20,12,2016,18.71216415,17.99131372,1,29,32,27
21,12,2016,24.51080834,1.587494257,1,35,33,37
22,12,2016,24.74630643,11.05570516,1,37,32,35
23,12,2016,24.76297391,11.5542602,1,36,40,34
24,12,2016,25.20838757,13.867587,1,33,30,31
25,12,2016,31.51650542,17.13578057,2,55,59,57
26,12,2016,15.04347652,16.19844722,1,21,19,19
27,12,2016,26.89748488,9.140375443,1,27,28,30
28,12,2016,20.21709996,12.98969603,1,39,38,40
29,12,2016,23.7887414,0.7796446675,1,29,31,30
30,12,2016,21.33947266,6.833083054,1,35,35,32
31,12,2016,26.66842896,5.461391491,1,26,26,24
1,1,2017,26.12339428,12.61542663,2,56,54,55
2,1,2017,18.76584597,13.9196863,1,20,23,21
3,1,2017,27.00789039,17.41535949,1,21,23,21
4,1,2017,27.61707804,0,1,30,26,30
5,1,2017,18.25226822,5.633418306,1,32,34,29
6,1,2017,19.84794672,3.82599031,1,34,34,30
7,1,2017,20.93561069,13.61113495,1,24,23,27
8,1,2017,27.15187082,5.240041614,1,30,25,30
9,1,2017,27.36203223,15.15730026,1,29,29,26
10,1,2017,29.46244502,14.38057383,1,31,33,30
11,1,2017,28.95392312,2.304178777,1,28,31,27
12,1,2017,26.06430694,17.8324894,1,35,31,39
13,1,2017,26.5583824,0.9909823432,1,30,31,26
14,1,2017,32.62928255,0,1,48,49,52
15,1,2017,22.98681745,13.23693337,1,20,24,19
16,1,2017,34.54441718,7.182273451,1,29,24,30
17,1,2017,28.79429823,14.61316315,1,39,36,36
18,1,2017,32.43714424,13.76277421,1,35,38,33
19,1,2017,22.06546256,4.853011576,1,38,39,36
20,1,2017,21.35708571,15.19050571,1,23,24,27
21,1,2017,27.262562,11.20112248,1,20,18,19
22,1,2017,26.54861912,6.312719031,1,28,27,32
23,1,2017,25.52882126,5.133590859,1,23,22,25
24,1,2017,26.47452813,0.5472814206,1,27,26,27
25,1,2017,24.45254099,8.490271906,1,28,24,25
26,1,2017,30.76959835,6.995424818,1,36,35,31
27,1,2017,14.15792831,10.66306701,1,27,25,22
28,1,2017,28.47964058,9.369751355,1,30,33,28
29,1,2017,14.90390145,0,1,38,42,40
30,1,2017,28.84381412,9.589758574,1,36,33,40
31,1,2017,25.66905998,1.431060513,1,29,25,27
1,2,2017,23.53516642,17.76839358,1,39,41,35
2,2,2017,27.41211017,3.421084755,1,22,25,20
3,2,2017,30.52358153,7.869483836,1,28,26,29
4,2,2017,20.25258759,1.785263299,1,36,34,38
5,2,2017,26.83386335,25.00029084,1,36,40,35
6,2,2017,28.02949174,3.548707596,1,34,29,31
7,2,2017,32.63346307,10.31594973,1,27,29,22
8,2,2017,26.77362395,5.499458346,1,26,28,23
9,2,2017,21.36379059,14.25704336,1,23,23,19
10,2,2017,33.46303176,6.39462779,1,33,31,28
11,2,2017,25.5008022,8.393227982,1,25,27,29
12,2,2017,28.96188726,1.874792886,1,37,40,38
13,2,2017,22.00301801,18.82275826,1,36,36,34
14,2,2017,27.98993427,14.91159511,1,24,24,22
15,2,2017,24.5892802,2.375490635,1,36,32,37
16,2,2017,25.31024895,8.195867164,1,22,24,23
17,2,2017,24.73243648,13.69156764,1,35,36,35
18,2,2017,24.08800358,2.99743682,1,32,28,30
19,2,2017,20.32447609,11.04630145,1,28,31,32
20,2,2017,25.89310099,13.90840576,1,20,16,19
21,2,2017,22.37679799,3.09451651,1,20,17,15
22,2,2017,26.63937635,14.15134248,1,38,33,42
23,2,2017,28.24256498,14.55064101,1,24,21,27
24,2,2017,27.40504774,7.150440766,1,32,31,27
25,2,2017,27.20000419,12.37735052,1,25,24,21
26,2,2017,25.92597211,3.337136523,1,29,32,28
27,2,2017,26.10908688,12.52734871,1,33,32,37
28,2,2017,32.16552446,8.081443493,1,22,24,17
29,2,2017,24.10837139,7.937652819,1,26,26,30
30,2,2017,17.68397168,15.69299128,1,23,20,22
31,2,2017,30.80403687,9.671752903,1,38,36,37
1,3,2017,19.81943621,9.972325312,1,20,15,17
2,3,2017,17.04416752,7.712782841,1,32,34,35
3,3,2017,23.41544026,2.065673986,1,21,25,18
4,3,2017,27.61671175,5.323568611,1,35,36,31
5,3,2017,18.75807483,7.666476382,1,22,26,22
6,3,2017,27.90259289,5.414590571,1,32,35,34
7,3,2017,35.26146712,14.9265446,1,30,26,30
8,3,2017,24.57613928,7.704111595,1,36,38,35
9,3,2017,24.73793387,9.367665803,1,25,26,26
10,3,2017,16.68029888,12.80316889,1,22,25,22
11,3,2017,29.09430906,14.59803712,1,38,37,36
12,3,2017,27.93216347,6.465895664,1,21,19,24
13,3,2017,31.74056595,10.72738213,1,21,21,25
14,3,2017,33.88364083,6.169774496,1,32,29,34
15,3,2017,14.85307039,14.98987959,1,25,20,20
16,3,2017,24.85600873,9.392792051,1,25,21,25
17,3,2017,29.51933166,5.291975582,1,20,19,23
18,3,2017,24.0796388,9.089694445,1,24,19,25
19,3,2017,19.96241897,0,1,22,22,23
20,3,2017,21.65395372,8.380522825,1,29,32,33
21,3,2017,29.69577914,13.82535088,1,33,31,33
22,3,2017,28.8544272,4.775908731,1,32,36,34
23,3,2017,27.02387148,18.48367136,1,34,30,38
24,3,2017,17.80289156,9.412783618,1,33,33,29
25,3,2017,33.80873714,15.1518721,1,35,39,30
26,3,2017,19.82016667,7.029220195,1,26,21,21
27,3,2017,24.43406807,2.032764948,1,38,41,35
28,3,2017,36.20926777,6.872004954,1,28,24,28
29,3,2017,28.52556465,16.37671118,1,24,25,27
30,3,2017,25.0195451,2.691143383,1,37,41,32
31,3,2017,19.73402025,16.39788588,1,20,22,21
1,4,2017,21.72196446,11.28577104,1,29,25,27
2,4,2017,29.01826927,3.868776906,1,24,23,26
3,4,2017,25.9702268,15.09559014,1,32,36,32
4,4,2017,24.65634612,8.843403499,1,21,24,16
5,4,2017,23.03119148,16.61036636,1,34,35,32
6,4,2017,23.0291548,4.95370259,1,35,37,37
7,4,2017,33.04006823,6.988614981,1,24,24,23
8,4,2017,21.12118232,4.362091929,1,33,35,34
9,4,2017,26.46435365,4.018340826,1,38,41,41
10,4,2017,30.00497745,0,1,47,47,44
11,4,2017,27.76478474,6.189773103,1,36,32,32
12,4,2017,31.52841759,9.373006222,1,37,36,34
13,4,2017,25.45455328,8.688388489,1,29,31,32
14,4,2017,14.93065516,9.484494617,1,39,42,37
15,4,2017,25.92610567,8.088469531,1,28,30,29
16,4,2017,24.89398307,0,1,21,23,17
17,4,2017,23.00853075,15.63455342,1,34,38,36
18,4,2017,26.88228477,7.754526339,1,32,36,36
19,4,2017,33.69637716,13.15621901,1,26,21,24
20,4,2017,27.51964795,10.19212393,1,21,22,16
21,4,2017,30.00516558,14.93445453,1,37,35,37
22,4,2017,33.83565791,9.132895688,1,23,25,27
23,4,2017,38.33598077,26.05615314,1,21,18,24
24,4,2017,28.94046184,8.506285633,1,28,29,30
25,4,2017,22.51947996,3.052602785,1,20,18,20
26,4,2017,30.06750499,6.68426888,1,35,35,36
27,4,2017,23.20992456,2.744572729,1,30,33,33
28,4,2017,32.29839804,7.681421575,1,23,27,21
29,4,2017,27.40994376,9.693870116,1,23,23,27
30,4,2017,24.69581764,13.93649035,1,31,26,32
31,4,2017,15.55386091,8.94524529,1,37,38,32
1,5,2017,26.5716621,9.053061164,2,65,69,69
2,5,2017,21.93440744,9.730663218,1,25,21,25
3,5,2017,20.02319992,16.49756206,1,35,34,31
4,5,2017,24.60910877,7.4767913,1,35,37,39
5,5,2017,24.31397965,4.059245205,1,28,28,26
6,5,2017,35.19648552,17.24855091,1,22,19,17
7,5,2017,18.59570944,11.57100295,1,31,32,29
8,5,2017,23.21877025,13.50753564,1,36,35,33
9,5,2017,20.39718465,8.572371257,1,28,30,24
10,5,2017,21.87085759,7.32208145,1,39,37,35
11,5,2017,34.0172412,17.10974611,1,30,31,26
12,5,2017,28.63300479,9.905062394,1,30,32,32
13,5,2017,28.89773589,9.032305839,1,37,32,40
14,5,2017,24.87773736,14.55406509,1,37,38,36
15,5,2017,33.34942173,1.945747903,1,51,50,48
16,5,2017,26.03026295,14.419881,1,28,25,26
17,5,2017,27.42647011,11.76348212,1,26,24,29
18,5,2017,30.01727199,9.695045843,1,26,23,28
19,5,2017,25.390138,10.01769275,1,24,19,20
20,5,2017,14.78364846,3.841475755,1,34,38,38
21,5,2017,25.61770495,10.33466164,1,24,24,27
22,5,2017,25.37311627,18.79231668,1,37,40,38
23,5,2017,26.16750863,6.879684208,1,29,25,33
24,5,2017,32.5507971,1.903383311,1,50,45,53
25,5,2017,27.57435221,15.71595551,1,34,38,29
26,5,2017,32.80765654,5.113846325,1,30,30,28
27,5,2017,33.24173861,19.33278776,1,34,38,30
28,5,2017,27.21801998,8.95150804,1,24,21,20
29,5,2017,28.28072592,3.780000717,1,28,24,24
30,5,2017,23.4016191,9.895651365,1,36,34,33
31,5,2017,15.31201295,11.580801,1,21,16,18
1,6,2017,15.38393465,1.250770265,1,26,27,25
2,6,2017,21.03869632,14.6990521,1,29,24,26
3,6,2017,22.84640232,6.902923535,1,32,34,36
4,6,2017,15.18250302,4.353879954,1,31,35,35
5,6,2017,17.37513728,10.87856457,1,22,20,26
6,6,2017,31.08717906,15.27617139,1,33,36,35
7,6,2017,27.45546905,8.173036467,1,39,38,38
8,6,2017,16.99728558,13.23740828,1,39,38,34
9,6,2017,22.55255042,8.700077827,1,24,24,26
10,6,2017,24.93872512,8.83188884,1,22,18,24
11,6,2017,20.46129731,12.01535204,1,32,33,31
12,6,2017,18.76683655,12.03819479,1,34,37,30
13,6,2017,17.37645673,12.65579093,1,35,36,36
14,6,2017,23.60391945,19.19568613,1,20,16,23
15,6,2017,20.24177249,10.46750346,1,33,32,28
16,6,2017,26.11678586,18.12122429,1,32,31,31
17,6,2017,12.17013459,14.59337779,1,34,38,34
18,6,2017,32.674738,1.379157212,1,48,51,51
19,6,2017,29.34116741,3.621811884,1,24,25,25
20,6,2017,23.88406641,3.801071593,1,30,27,25
21,6,2017,28.46253527,6.131183268,1,25,23,20
22,6,2017,28.06479427,14.2549006,1,27,30,29
23,6,2017,33.00270754,9.739846857,1,34,29,30
24,6,2017,28.00146693,15.54779132,1,39,39,43
25,6,2017,35.56612706,12.19990333,1,20,23,15
26,6,2017,26.67272123,10.78948144,1,31,33,31
27,6,2017,33.33174654,12.55443953,1,38,38,41
28,6,2017,29.5799733,12.17709059,1,38,39,34
29,6,2017,22.04629741,13.21474338,1,36,36,35
30,6,2017,18.39392924,13.25125601,1,30,32,26
31,6,2017,18.73703416,11.46124852,1,25,24,28
1,7,2017,24.73300521,11.10939787,1,30,27,25
2,7,2017,16.71958657,8.162331975,1,34,35,31
3,7,2017,36.2593433,6.181731845,1,21,22,24
4,7,2017,28.8398575,8.222541482,2,51,54,50
5,7,2017,22.92240054,8.538584089,1,26,22,21
6,7,2017,17.53952117,10.58125083,1,30,25,34
7,7,2017,26.01665157,14.17874793,1,26,26,30
8,7,2017,23.51289369,11.10168042,1,22,17,24
9,7,2017,32.45105593,10.27149047,1,36,32,38
10,7,2017,20.10510011,0,1,24,23,22
11,7,2017,24.92094851,15.42723923,1,21,17,22
12,7,2017,22.65205049,6.247357982,1,26,30,22
13,7,2017,20.44435787,13.68934531,1,35,30,38
14,7,2017,23.61987129,0,1,31,29,30
15,7,2017,20.80484438,10.07254302,1,38,42,38
16,7,2017,36.90843203,3.955070886,1,49,47,47
17,7,2017,18.32354578,10.79438674,1,30,25,26
18,7,2017,19.28812429,4.902552162,1,30,33,33
19,7,2017,36.24248592,8.332367996,1,29,26,33
20,7,2017,24.37391436,14.65931698,1,31,31,31
21,7,2017,23.06127992,6.96632216,1,38,37,40
22,7,2017,25.35297118,5.350381408,1,27,24,26
23,7,2017,24.69796021,8.941751462,1,28,27,26
24,7,2017,25.61892551,1.936567113,1,20,17,22
25,7,2017,25.16992551,8.810750525,1,24,19,23
26,7,2017,32.548204,10.3620884,1,20,16,19
27,7,2017,22.17475161,2.983342794,1,24,24,19
