Food item,Date,Temperature,Precipitation,Day,Month,Special Occasion Category,Qty,Year
1,2022-08-17,22,22.2,17,8,1,42,2022
2,2022-08-17,21,26.1,17,8,1,4,2022
3,2022-08-17,20,10.4,17,8,1,41,2022
1,2022-08-18,26,21.5,18,8,1,37,2022
2,2022-08-18,27,8.2,18,8,1,11,2022
3,2022-08-18,27,21.6,18,8,1,8,2022
1,2022-08-19,23,29.3,19,8,1,18,2022
2,2022-08-19,17,3.3,19,8,1,18,2022
3,2022-08-19,24,16.6,19,8,1,50,2022
1,2022-08-20,26,9.6,20,8,1,16,2022
2,2022-08-20,16,19.8,20,8,1,18,2022
3,2022-08-20,29,1.6,20,8,1,13,2022
1,2022-08-21,18,7.7,21,8,1,35,2022
2,2022-08-21,21,14.2,21,8,1,38,2022
3,2022-08-21,17,28.7,21,8,1,20,2022
1,2022-08-22,21,10.3,22,8,1,40,2022
2,2022-08-22,25,14.3,22,8,1,29,2022
3,2022-08-22,21,2.6,22,8,1,6,2022
1,2022-08-23,26,28.3,23,8,1,36,2022
2,2022-08-23,27,20.7,23,8,1,46,2022
3,2022-08-23,23,10.8,23,8,1,50,2022
1,2022-08-24,25,11.7,24,8,1,3,2022
2,2022-08-24,25,2.7,24,8,1,35,2022
3,2022-08-24,24,7.9,24,8,1,11,2022
1,2022-08-25,29,6.3,25,8,1,28,2022
2,2022-08-25,23,6.8,25,8,1,25,2022
3,2022-08-25,25,31.1,25,8,1,1,2022
1,2022-08-26,25,6.0,26,8,1,42,2022
2,2022-08-26,28,27.4,26,8,1,2,2022
3,2022-08-26,16,13.4,26,8,1,5,2022
1,2022-08-27,18,29.5,27,8,1,11,2022
2,2022-08-27,28,12.9,27,8,1,32,2022
3,2022-08-27,24,30.0,27,8,1,38,2022
1,2022-08-28,21,23.9,28,8,1,22,2022
2,2022-08-28,21,13.3,28,8,1,43,2022
3,2022-08-28,17,5.9,28,8,1,36,2022
1,2022-08-29,24,15.1,29,8,1,46,2022
2,2022-08-29,25,24.4,29,8,1,28,2022
3,2022-08-29,28,19.0,29,8,1,6,2022
1,2022-08-30,28,19.8,30,8,1,12,2022
2,2022-08-30,27,13.6,30,8,1,31,2022
3,2022-08-30,22,29.8,30,8,1,31,2022
1,2022-08-31,25,19.1,31,8,1,25,2022
2,2022-08-31,19,26.4,31,8,1,51,2022
3,2022-08-31,25,22.8,31,8,1,15,2022
1,2022-09-01,18,19.9,1,9,1,7,2022
2,2022-09-01,22,30.5,1,9,1,15,2022
3,2022-09-01,19,9.0,1,9,1,6,2022
1,2022-09-02,25,17.9,2,9,1,28,2022
2,2022-09-02,15,19.7,2,9,1,31,2022
3,2022-09-02,25,31.2,2,9,1,43,2022
1,2022-09-03,21,28.9,3,9,1,3,2022
2,2022-09-03,16,12.2,3,9,1,20,2022
3,2022-09-03,24,22.4,3,9,1,50,2022
1,2022-09-04,23,8.9,4,9,1,10,2022
2,2022-09-04,19,30.4,4,9,1,52,2022
3,2022-09-04,27,30.6,4,9,1,10,2022
1,2022-09-05,27,31.3,5,9,1,50,2022
2,2022-09-05,21,2.1,5,9,1,52,2022
3,2022-09-05,15,16.3,5,9,1,21,2022
1,2022-09-06,19,18.9,6,9,1,1,2022
2,2022-09-06,29,15.8,6,9,1,6,2022
3,2022-09-06,21,1.3,6,9,1,1,2022
1,2022-09-07,21,1.3,7,9,1,26,2022
2,2022-09-07,26,3.5,7,9,1,13,2022
3,2022-09-07,26,9.4,7,9,1,30,2022
1,2022-09-08,26,30.4,8,9,1,27,2022
2,2022-09-08,20,19.2,8,9,1,52,2022
3,2022-09-08,29,4.7,8,9,1,41,2022
1,2022-09-09,16,15.6,9,9,1,44,2022
2,2022-09-09,19,13.2,9,9,1,15,2022
3,2022-09-09,22,25.4,9,9,1,45,2022
1,2022-09-10,27,18.1,10,9,1,5,2022
2,2022-09-10,16,5.0,10,9,1,10,2022
3,2022-09-10,28,20.0,10,9,1,23,2022
1,2022-09-11,22,6.1,11,9,1,24,2022
2,2022-09-11,15,25.0,11,9,1,17,2022
3,2022-09-11,26,28.4,11,9,1,22,2022
1,2022-09-12,29,1.9,12,9,1,50,2022
2,2022-09-12,16,2.4,12,9,1,21,2022
3,2022-09-12,21,17.1,12,9,1,27,2022
1,2022-09-13,15,9.4,13,9,1,4,2022
2,2022-09-13,26,12.6,13,9,1,26,2022
3,2022-09-13,16,10.4,13,9,1,20,2022
1,2022-09-14,16,13.9,14,9,1,9,2022
2,2022-09-14,21,5.0,14,9,1,27,2022
3,2022-09-14,29,32.7,14,9,1,13,2022
1,2022-09-15,29,13.0,15,9,1,9,2022
2,2022-09-15,27,23.8,15,9,1,36,2022
3,2022-09-15,19,29.8,15,9,1,34,2022
1,2022-09-16,17,15.2,16,9,1,40,2022
2,2022-09-16,15,31.3,16,9,1,41,2022
3,2022-09-16,26,2.1,16,9,1,46,2022
1,2022-09-17,29,15.9,17,9,1,51,2022
2,2022-09-17,22,23.2,17,9,1,8,2022
3,2022-09-17,19,24.2,17,9,1,4,2022
1,2022-09-18,28,3.1,18,9,1,24,2022
2,2022-09-18,20,12.1,18,9,1,31,2022
3,2022-09-18,20,11.0,18,9,1,29,2022
1,2022-09-19,17,21.1,19,9,1,28,2022
2,2022-09-19,24,29.5,19,9,1,48,2022
3,2022-09-19,25,7.5,19,9,1,36,2022
1,2022-09-20,17,14.7,20,9,1,44,2022
2,2022-09-20,27,26.9,20,9,1,32,2022
3,2022-09-20,27,14.9,20,9,1,36,2022
1,2022-09-21,19,7.4,21,9,1,51,2022
2,2022-09-21,19,21.1,21,9,1,21,2022
3,2022-09-21,25,23.9,21,9,1,6,2022
1,2022-09-22,23,13.6,22,9,1,14,2022
2,2022-09-22,20,13.9,22,9,1,34,2022
3,2022-09-22,22,24.6,22,9,1,42,2022
1,2022-09-23,28,30.9,23,9,1,20,2022
2,2022-09-23,19,10.7,23,9,1,31,2022
3,2022-09-23,24,22.8,23,9,1,10,2022
1,2022-09-24,21,25.3,24,9,1,23,2022
2,2022-09-24,26,7.7,24,9,1,14,2022
3,2022-09-24,19,20.6,24,9,1,49,2022
1,2022-09-25,16,5.9,25,9,1,51,2022
2,2022-09-25,20,25.8,25,9,1,41,2022
3,2022-09-25,19,6.0,25,9,1,43,2022
1,2022-09-26,26,14.7,26,9,1,19,2022
2,2022-09-26,29,6.5,26,9,1,15,2022
3,2022-09-26,27,2.3,26,9,1,4,2022
1,2022-09-27,15,3.1,27,9,1,23,2022
2,2022-09-27,29,29.7,27,9,1,3,2022
3,2022-09-27,24,11.3,27,9,1,22,2022
1,2022-09-28,28,2.8,28,9,1,21,2022
2,2022-09-28,17,16.3,28,9,1,15,2022
3,2022-09-28,15,23.8,28,9,1,12,2022
1,2022-09-29,24,18.8,29,9,1,42,2022
2,2022-09-29,18,12.7,29,9,1,11,2022
3,2022-09-29,20,9.6,29,9,1,9,2022
1,2022-09-30,29,11.2,30,9,1,31,2022
2,2022-09-30,23,21.1,30,9,1,39,2022
3,2022-09-30,20,13.0,30,9,1,24,2022
1,2022-10-01,22,8.4,1,10,1,48,2022
2,2022-10-01,28,30.2,1,10,1,9,2022
3,2022-10-01,24,20.2,1,10,1,44,2022
1,2022-10-02,29,7.4,2,10,1,37,2022
2,2022-10-02,22,4.9,2,10,1,6,2022
3,2022-10-02,29,27.5,2,10,1,11,2022
1,2022-10-03,19,16.4,3,10,1,47,2022
2,2022-10-03,16,8.1,3,10,1,13,2022
3,2022-10-03,19,20.2,3,10,1,22,2022
1,2022-10-04,16,29.7,4,10,1,31,2022
2,2022-10-04,20,25.7,4,10,1,25,2022
3,2022-10-04,27,1.6,4,10,1,16,2022
1,2022-10-05,20,5.3,5,10,1,20,2022
2,2022-10-05,16,22.0,5,10,1,23,2022
3,2022-10-05,27,8.8,5,10,1,17,2022
1,2022-10-06,19,14.5,6,10,1,31,2022
2,2022-10-06,17,2.9,6,10,1,50,2022
3,2022-10-06,24,25.3,6,10,1,6,2022
1,2022-10-07,26,14.0,7,10,1,45,2022
2,2022-10-07,22,31.0,7,10,1,29,2022
3,2022-10-07,21,14.9,7,10,1,10,2022
1,2022-10-08,25,20.3,8,10,1,39,2022
2,2022-10-08,27,20.9,8,10,1,3,2022
3,2022-10-08,17,17.1,8,10,1,31,2022
1,2022-10-09,25,18.2,9,10,1,35,2022
2,2022-10-09,20,8.2,9,10,1,5,2022
3,2022-10-09,23,6.3,9,10,1,19,2022
1,2022-10-10,26,6.8,10,10,1,38,2022
2,2022-10-10,25,31.6,10,10,1,27,2022
3,2022-10-10,28,11.9,10,10,1,38,2022
1,2022-10-11,15,31.9,11,10,1,41,2022
2,2022-10-11,19,19.3,11,10,1,39,2022
3,2022-10-11,21,29.6,11,10,1,21,2022
1,2022-10-12,15,12.5,12,10,1,8,2022
2,2022-10-12,19,1.9,12,10,1,8,2022
3,2022-10-12,15,18.3,12,10,1,30,2022
1,2022-10-13,29,19.8,13,10,1,44,2022
2,2022-10-13,25,11.2,13,10,1,37,2022
3,2022-10-13,20,29.0,13,10,1,39,2022
1,2022-10-14,29,25.1,14,10,1,16,2022
2,2022-10-14,26,22.1,14,10,1,27,2022
3,2022-10-14,27,14.8,14,10,1,35,2022
1,2022-10-15,29,8.6,15,10,1,7,2022
2,2022-10-15,28,3.0,15,10,1,50,2022
3,2022-10-15,17,23.0,15,10,1,32,2022
1,2022-10-16,20,21.1,16,10,1,32,2022
2,2022-10-16,24,2.5,16,10,1,20,2022
3,2022-10-16,16,2.3,16,10,1,52,2022
1,2022-10-17,20,8.0,17,10,1,21,2022
2,2022-10-17,16,18.5,17,10,1,43,2022
3,2022-10-17,16,2.2,17,10,1,41,2022
1,2022-10-18,23,5.0,18,10,1,41,2022
2,2022-10-18,20,7.6,18,10,1,4,2022
3,2022-10-18,28,7.1,18,10,1,2,2022
1,2022-10-19,22,4.5,19,10,1,14,2022
2,2022-10-19,18,10.3,19,10,1,49,2022
3,2022-10-19,22,32.4,19,10,1,46,2022
1,2022-10-20,19,26.5,20,10,1,8,2022
2,2022-10-20,29,10.3,20,10,1,40,2022
3,2022-10-20,24,5.4,20,10,1,41,2022
1,2022-10-21,16,24.2,21,10,1,52,2022
2,2022-10-21,29,5.0,21,10,1,27,2022
3,2022-10-21,15,25.5,21,10,1,49,2022
1,2022-10-22,16,1.2,22,10,1,37,2022
2,2022-10-22,23,31.0,22,10,1,34,2022
3,2022-10-22,17,15.0,22,10,1,3,2022
1,2022-10-23,15,27.6,23,10,1,46,2022
2,2022-10-23,20,27.5,23,10,1,48,2022
3,2022-10-23,27,30.4,23,10,1,33,2022
1,2022-10-24,15,16.9,24,10,1,26,2022
2,2022-10-24,22,5.8,24,10,1,18,2022
3,2022-10-24,29,24.6,24,10,1,16,2022
1,2022-10-25,24,28.0,25,10,1,12,2022
2,2022-10-25,20,23.8,25,10,1,11,2022
3,2022-10-25,18,16.6,25,10,1,27,2022
1,2022-10-26,17,14.8,26,10,1,9,2022
2,2022-10-26,19,19.9,26,10,1,37,2022
3,2022-10-26,15,6.7,26,10,1,4,2022
1,2022-10-27,29,19.9,27,10,1,8,2022
2,2022-10-27,26,5.1,27,10,1,15,2022
3,2022-10-27,25,30.3,27,10,1,47,2022
1,2022-10-28,22,19.7,28,10,1,42,2022
2,2022-10-28,16,1.4,28,10,1,43,2022
3,2022-10-28,20,24.9,28,10,1,35,2022
1,2022-10-29,29,3.6,29,10,1,14,2022
2,2022-10-29,15,12.0,29,10,1,26,2022
3,2022-10-29,22,30.7,29,10,1,38,2022
1,2022-10-30,24,26.3,30,10,1,26,2022
2,2022-10-30,26,30.2,30,10,1,49,2022
3,2022-10-30,28,24.6,30,10,1,29,2022
1,2022-10-31,26,8.1,31,10,1,44,2022
2,2022-10-31,16,14.4,31,10,1,17,2022
3,2022-10-31,24,20.2,31,10,1,19,2022
1,2022-11-01,24,9.8,1,11,1,24,2022
2,2022-11-01,27,2.2,1,11,1,36,2022
3,2022-11-01,28,32.5,1,11,1,2,2022
1,2022-11-02,17,20.4,2,11,1,10,2022
2,2022-11-02,29,32.5,2,11,1,22,2022
3,2022-11-02,21,8.9,2,11,1,15,2022
1,2022-11-03,24,22.8,3,11,1,20,2022
2,2022-11-03,27,18.3,3,11,1,39,2022
3,2022-11-03,22,14.4,3,11,1,41,2022
1,2022-11-04,20,2.5,4,11,1,15,2022
2,2022-11-04,19,20.9,4,11,1,39,2022
3,2022-11-04,28,29.3,4,11,1,41,2022
1,2022-11-05,18,10.3,5,11,1,26,2022
2,2022-11-05,18,4.0,5,11,1,14,2022
3,2022-11-05,23,22.4,5,11,1,45,2022
1,2022-11-06,22,22.7,6,11,1,9,2022
2,2022-11-06,25,19.8,6,11,1,12,2022
3,2022-11-06,19,9.3,6,11,1,21,2022
1,2022-11-07,24,9.0,7,11,1,52,2022
2,2022-11-07,20,27.4,7,11,1,40,2022
3,2022-11-07,15,19.7,7,11,1,4,2022
1,2022-11-08,27,16.0,8,11,1,20,2022
2,2022-11-08,23,32.1,8,11,1,18,2022
3,2022-11-08,15,27.0,8,11,1,15,2022
1,2022-11-09,29,30.6,9,11,1,20,2022
2,2022-11-09,20,25.9,9,11,1,27,2022
3,2022-11-09,20,18.2,9,11,1,34,2022
1,2022-11-10,21,15.0,10,11,1,24,2022
2,2022-11-10,22,23.4,10,11,1,7,2022
3,2022-11-10,23,25.1,10,11,1,15,2022
1,2022-11-11,27,27.2,11,11,1,10,2022
2,2022-11-11,21,1.6,11,11,1,37,2022
3,2022-11-11,18,32.4,11,11,1,4,2022
1,2022-11-12,18,8.2,12,11,1,44,2022
2,2022-11-12,16,18.8,12,11,1,33,2022
3,2022-11-12,18,18.6,12,11,1,25,2022
1,2022-11-13,23,9.7,13,11,1,31,2022
2,2022-11-13,15,22.7,13,11,1,13,2022
3,2022-11-13,21,21.4,13,11,1,6,2022
1,2022-11-14,25,2.7,14,11,1,3,2022
2,2022-11-14,26,32.8,14,11,1,15,2022
3,2022-11-14,26,23.3,14,11,1,52,2022
1,2022-11-15,22,20.3,15,11,1,7,2022
2,2022-11-15,26,10.9,15,11,1,17,2022
3,2022-11-15,29,14.2,15,11,1,15,2022
1,2022-11-16,28,3.1,16,11,1,31,2022
2,2022-11-16,18,13.7,16,11,1,52,2022
3,2022-11-16,25,13.6,16,11,1,45,2022
1,2022-11-17,18,16.2,17,11,1,29,2022
2,2022-11-17,21,31.8,17,11,1,21,2022
3,2022-11-17,25,18.3,17,11,1,12,2022
1,2022-11-18,28,2.5,18,11,1,33,2022
2,2022-11-18,16,9.5,18,11,1,21,2022
3,2022-11-18,15,32.7,18,11,1,52,2022
1,2022-11-19,26,17.3,19,11,1,47,2022
2,2022-11-19,20,12.2,19,11,1,46,2022
3,2022-11-19,20,5.9,19,11,1,41,2022
1,2022-11-20,25,11.5,20,11,1,43,2022
2,2022-11-20,21,19.9,20,11,1,38,2022
3,2022-11-20,21,13.0,20,11,1,52,2022
1,2022-11-21,28,20.9,21,11,1,39,2022
2,2022-11-21,21,5.3,21,11,1,37,2022
3,2022-11-21,15,13.7,21,11,1,23,2022
1,2022-11-22,27,17.0,22,11,1,31,2022
2,2022-11-22,16,23.6,22,11,1,18,2022
3,2022-11-22,24,11.6,22,11,1,43,2022
1,2022-11-23,22,19.2,23,11,1,48,2022
2,2022-11-23,15,7.2,23,11,1,10,2022
3,2022-11-23,18,4.6,23,11,1,45,2022
1,2022-11-24,16,12.0,24,11,1,51,2022
2,2022-11-24,20,12.1,24,11,1,44,2022
3,2022-11-24,16,18.3,24,11,1,24,2022
1,2022-11-25,22,11.7,25,11,1,25,2022
2,2022-11-25,18,4.1,25,11,1,47,2022
3,2022-11-25,26,15.2,25,11,1,50,2022
1,2022-11-26,23,17.1,26,11,1,19,2022
2,2022-11-26,18,18.3,26,11,1,49,2022
3,2022-11-26,21,6.6,26,11,1,39,2022
1,2022-11-27,23,26.8,27,11,1,14,2022
2,2022-11-27,21,17.6,27,11,1,37,2022
3,2022-11-27,16,11.6,27,11,1,20,2022
1,2022-11-28,22,10.9,28,11,1,21,2022
2,2022-11-28,23,11.6,28,11,1,29,2022
3,2022-11-28,24,3.5,28,11,1,6,2022
1,2022-11-29,18,4.4,29,11,1,42,2022
2,2022-11-29,17,19.8,29,11,1,15,2022
3,2022-11-29,29,24.9,29,11,1,31,2022
1,2022-11-30,21,24.0,30,11,1,19,2022
2,2022-11-30,21,2.0,30,11,1,30,2022
3,2022-11-30,17,4.9,30,11,1,29,2022
1,2022-12-01,16,19.1,1,12,1,14,2022
2,2022-12-01,17,4.3,1,12,1,30,2022
3,2022-12-01,24,29.4,1,12,1,31,2022
1,2022-12-02,19,21.3,2,12,1,47,2022
2,2022-12-02,29,14.1,2,12,1,36,2022
3,2022-12-02,25,22.5,2,12,1,29,2022
1,2022-12-03,19,29.6,3,12,1,8,2022
2,2022-12-03,29,10.2,3,12,1,52,2022
3,2022-12-03,18,9.3,3,12,1,42,2022
1,2022-12-04,15,23.2,4,12,1,6,2022
2,2022-12-04,21,30.3,4,12,1,47,2022
3,2022-12-04,22,11.0,4,12,1,34,2022
1,2022-12-05,25,12.9,5,12,1,27,2022
2,2022-12-05,23,12.0,5,12,1,22,2022
3,2022-12-05,29,1.9,5,12,1,21,2022
1,2022-12-06,17,29.7,6,12,1,32,2022
2,2022-12-06,24,7.4,6,12,1,25,2022
3,2022-12-06,17,7.8,6,12,1,39,2022
1,2022-12-07,20,2.0,7,12,1,50,2022
2,2022-12-07,29,10.2,7,12,1,33,2022
3,2022-12-07,29,3.0,7,12,1,24,2022
1,2022-12-08,29,20.1,8,12,1,46,2022
2,2022-12-08,27,15.5,8,12,1,18,2022
3,2022-12-08,15,11.8,8,12,1,16,2022
1,2022-12-09,16,9.8,9,12,1,16,2022
2,2022-12-09,21,5.4,9,12,1,6,2022
3,2022-12-09,15,1.5,9,12,1,12,2022
1,2022-12-10,23,20.8,10,12,1,45,2022
2,2022-12-10,24,13.6,10,12,1,32,2022
3,2022-12-10,22,27.1,10,12,1,43,2022
1,2022-12-11,28,9.4,11,12,1,47,2022
2,2022-12-11,21,12.1,11,12,1,36,2022
3,2022-12-11,23,1.3,11,12,1,10,2022
1,2022-12-12,17,19.4,12,12,1,15,2022
2,2022-12-12,16,25.2,12,12,1,50,2022
3,2022-12-12,27,31.2,12,12,1,10,2022
1,2022-12-13,25,12.7,13,12,1,15,2022
2,2022-12-13,26,28.3,13,12,1,21,2022
3,2022-12-13,26,20.9,13,12,1,41,2022
1,2022-12-14,28,25.8,14,12,1,26,2022
2,2022-12-14,20,19.2,14,12,1,52,2022
3,2022-12-14,15,22.8,14,12,1,14,2022
1,2022-12-15,15,29.1,15,12,1,27,2022
2,2022-12-15,15,32.6,15,12,1,48,2022
3,2022-12-15,16,14.1,15,12,1,17,2022
1,2022-12-16,17,17.9,16,12,1,25,2022
2,2022-12-16,27,6.1,16,12,1,26,2022
3,2022-12-16,29,16.9,16,12,1,20,2022
1,2022-12-17,19,31.1,17,12,1,25,2022
2,2022-12-17,20,2.7,17,12,1,25,2022
3,2022-12-17,23,11.3,17,12,1,44,2022
1,2022-12-18,24,9.7,18,12,1,16,2022
2,2022-12-18,19,25.5,18,12,1,26,2022
3,2022-12-18,18,9.2,18,12,1,39,2022
1,2022-12-19,27,15.7,19,12,1,20,2022
2,2022-12-19,21,29.6,19,12,1,30,2022
3,2022-12-19,19,5.0,19,12,1,49,2022
1,2022-12-20,21,4.2,20,12,1,23,2022
2,2022-12-20,29,11.4,20,12,1,13,2022
3,2022-12-20,26,19.8,20,12,1,23,2022
1,2022-12-21,15,20.0,21,12,1,36,2022
2,2022-12-21,17,4.6,21,12,1,14,2022
3,2022-12-21,16,13.9,21,12,1,13,2022
1,2022-12-22,15,21.7,22,12,1,2,2022
2,2022-12-22,16,17.4,22,12,1,37,2022
3,2022-12-22,18,6.1,22,12,1,28,2022
1,2022-12-23,17,2.7,23,12,1,52,2022
2,2022-12-23,16,32.0,23,12,1,27,2022
3,2022-12-23,29,18.8,23,12,1,1,2022
1,2022-12-24,20,5.0,24,12,1,39,2022
2,2022-12-24,18,13.8,24,12,1,21,2022
3,2022-12-24,19,29.7,24,12,1,19,2022
1,2022-12-25,18,9.6,25,12,1,52,2022
2,2022-12-25,27,27.5,25,12,1,13,2022
3,2022-12-25,28,15.5,25,12,1,19,2022
1,2022-12-26,15,10.6,26,12,1,19,2022
2,2022-12-26,18,26.8,26,12,1,17,2022
3,2022-12-26,19,1.0,26,12,1,50,2022
1,2022-12-27,21,8.6,27,12,1,32,2022
2,2022-12-27,15,17.9,27,12,1,45,2022
3,2022-12-27,18,24.9,27,12,1,33,2022
1,2022-12-28,21,30.7,28,12,1,16,2022
2,2022-12-28,16,11.4,28,12,1,47,2022
3,2022-12-28,20,31.0,28,12,1,4,2022
1,2022-12-29,27,3.2,29,12,1,43,2022
2,2022-12-29,27,28.6,29,12,1,8,2022
3,2022-12-29,21,15.1,29,12,1,35,2022
1,2022-12-30,15,23.4,30,12,1,27,2022
2,2022-12-30,29,31.4,30,12,1,43,2022
3,2022-12-30,19,26.4,30,12,1,42,2022
1,2022-12-31,28,5.6,31,12,1,19,2022
2,2022-12-31,22,28.6,31,12,1,5,2022
3,2022-12-31,18,18.3,31,12,1,26,2022
1,2023-01-01,20,22.5,1,1,1,13,2023
2,2023-01-01,23,32.0,1,1,1,28,2023
3,2023-01-01,26,22.1,1,1,1,24,2023
1,2023-01-02,26,28.6,2,1,1,48,2023
2,2023-01-02,28,21.3,2,1,1,45,2023
3,2023-01-02,15,1.0,2,1,1,14,2023
1,2023-01-03,17,6.7,3,1,1,3,2023
2,2023-01-03,15,28.7,3,1,1,47,2023
3,2023-01-03,25,16.1,3,1,1,26,2023
1,2023-01-04,27,13.4,4,1,1,17,2023
2,2023-01-04,26,12.4,4,1,1,23,2023
3,2023-01-04,28,32.6,4,1,1,4,2023
1,2023-01-05,20,4.5,5,1,1,19,2023
2,2023-01-05,25,2.5,5,1,1,36,2023
3,2023-01-05,17,4.2,5,1,1,23,2023
1,2023-01-06,21,25.0,6,1,1,44,2023
2,2023-01-06,18,8.5,6,1,1,2,2023
3,2023-01-06,27,19.0,6,1,1,21,2023
1,2023-01-07,29,25.0,7,1,1,36,2023
2,2023-01-07,27,30.3,7,1,1,38,2023
3,2023-01-07,25,14.8,7,1,1,23,2023
1,2023-01-08,21,27.0,8,1,1,37,2023
2,2023-01-08,29,11.7,8,1,1,7,2023
3,2023-01-08,28,6.1,8,1,1,39,2023
1,2023-01-09,21,15.3,9,1,1,18,2023
2,2023-01-09,28,25.5,9,1,1,46,2023
3,2023-01-09,24,17.9,9,1,1,26,2023
1,2023-01-10,21,19.6,10,1,1,1,2023
2,2023-01-10,28,3.8,10,1,1,25,2023
3,2023-01-10,22,1.2,10,1,1,32,2023
1,2023-01-11,15,29.2,11,1,1,15,2023
2,2023-01-11,23,32.2,11,1,1,40,2023
3,2023-01-11,17,29.7,11,1,1,35,2023
1,2023-01-12,20,10.9,12,1,1,8,2023
2,2023-01-12,29,12.5,12,1,1,47,2023
3,2023-01-12,27,25.0,12,1,1,15,2023
1,2023-01-13,16,4.6,13,1,1,40,2023
2,2023-01-13,28,12.2,13,1,1,6,2023
3,2023-01-13,28,25.1,13,1,1,1,2023
1,2023-01-14,23,23.4,14,1,1,32,2023
2,2023-01-14,27,19.5,14,1,1,24,2023
3,2023-01-14,25,3.4,14,1,1,23,2023
1,2023-01-15,27,20.9,15,1,1,30,2023
2,2023-01-15,24,32.4,15,1,1,3,2023
3,2023-01-15,15,11.4,15,1,1,40,2023
1,2023-01-16,26,27.2,16,1,1,44,2023
2,2023-01-16,25,26.5,16,1,1,15,2023
3,2023-01-16,15,5.2,16,1,1,52,2023
1,2023-01-17,24,23.2,17,1,1,4,2023
2,2023-01-17,27,15.9,17,1,1,46,2023
3,2023-01-17,25,28.0,17,1,1,33,2023
1,2023-01-18,15,31.5,18,1,1,1,2023
2,2023-01-18,20,21.4,18,1,1,27,2023
3,2023-01-18,19,12.0,18,1,1,35,2023
1,2023-01-19,23,16.8,19,1,1,17,2023
2,2023-01-19,19,10.3,19,1,1,3,2023
3,2023-01-19,18,29.5,19,1,1,28,2023
1,2023-01-20,21,4.7,20,1,1,24,2023
2,2023-01-20,25,32.0,20,1,1,13,2023
3,2023-01-20,27,14.2,20,1,1,39,2023
1,2023-01-21,17,25.0,21,1,1,12,2023
2,2023-01-21,18,16.1,21,1,1,37,2023
3,2023-01-21,22,1.2,21,1,1,12,2023
1,2023-01-22,27,20.1,22,1,1,37,2023
2,2023-01-22,28,30.1,22,1,1,44,2023
3,2023-01-22,25,28.8,22,1,1,48,2023
1,2023-01-23,29,8.6,23,1,1,34,2023
2,2023-01-23,28,27.1,23,1,1,23,2023
3,2023-01-23,19,4.0,23,1,1,4,2023
1,2023-01-24,28,10.3,24,1,1,42,2023
2,2023-01-24,29,0.9,24,1,1,47,2023
3,2023-01-24,22,19.8,24,1,1,18,2023
1,2023-01-25,17,24.6,25,1,1,32,2023
2,2023-01-25,22,22.8,25,1,1,13,2023
3,2023-01-25,28,12.9,25,1,1,5,2023
1,2023-01-26,18,17.4,26,1,1,45,2023
2,2023-01-26,29,29.3,26,1,1,26,2023
3,2023-01-26,20,9.7,26,1,1,27,2023
1,2023-01-27,15,9.2,27,1,1,52,2023
2,2023-01-27,18,27.2,27,1,1,40,2023
3,2023-01-27,25,9.5,27,1,1,44,2023
1,2023-01-28,22,23.9,28,1,1,18,2023
2,2023-01-28,27,1.4,28,1,1,46,2023
3,2023-01-28,17,27.8,28,1,1,3,2023
1,2023-01-29,18,11.3,29,1,1,10,2023
2,2023-01-29,18,23.4,29,1,1,31,2023
3,2023-01-29,16,2.3,29,1,1,5,2023
1,2023-01-30,19,5.2,30,1,1,33,2023
2,2023-01-30,18,29.5,30,1,1,21,2023
3,2023-01-30,22,18.3,30,1,1,44,2023
1,2023-01-31,22,9.0,31,1,1,10,2023
2,2023-01-31,15,3.8,31,1,1,2,2023
3,2023-01-31,29,13.2,31,1,1,4,2023
1,2023-02-01,17,5.9,1,2,1,44,2023
2,2023-02-01,16,15.1,1,2,1,5,2023
3,2023-02-01,18,15.8,1,2,1,9,2023
1,2023-02-02,26,5.3,2,2,1,8,2023
2,2023-02-02,29,17.8,2,2,1,8,2023
3,2023-02-02,20,13.3,2,2,1,28,2023
1,2023-02-03,21,9.6,3,2,1,5,2023
2,2023-02-03,23,25.6,3,2,1,4,2023
3,2023-02-03,21,4.0,3,2,1,15,2023
1,2023-02-04,16,2.0,4,2,1,48,2023
2,2023-02-04,21,0.9,4,2,1,39,2023
3,2023-02-04,16,30.8,4,2,1,25,2023
1,2023-02-05,26,21.7,5,2,1,39,2023
2,2023-02-05,17,8.6,5,2,1,15,2023
3,2023-02-05,24,17.7,5,2,1,41,2023
1,2023-02-06,29,29.7,6,2,1,52,2023
2,2023-02-06,19,26.1,6,2,1,13,2023
3,2023-02-06,25,30.5,6,2,1,15,2023
1,2023-02-07,24,27.9,7,2,1,9,2023
2,2023-02-07,15,20.8,7,2,1,23,2023
3,2023-02-07,25,29.9,7,2,1,2,2023
1,2023-02-08,28,11.3,8,2,1,18,2023
2,2023-02-08,29,26.6,8,2,1,44,2023
3,2023-02-08,25,17.1,8,2,1,14,2023
1,2023-02-09,26,1.6,9,2,1,31,2023
2,2023-02-09,25,23.1,9,2,1,50,2023
3,2023-02-09,29,31.4,9,2,1,24,2023
1,2023-02-10,15,31.5,10,2,1,37,2023
2,2023-02-10,25,2.4,10,2,1,27,2023
3,2023-02-10,26,26.0,10,2,1,30,2023
1,2023-02-11,21,7.4,11,2,1,34,2023
2,2023-02-11,19,15.5,11,2,1,43,2023
