Food item,Date,Temperature,Precipitation,Day,Month,Special Occasion Category,Qty
2,2022-08-05,20,17,6,8,1,41
3,2022-08-05,25,6.7,6,8,1,38
1,2022-08-06,19,31.8,7,8,1,21
2,2022-08-06,29,12.4,7,8,1,50
3,2022-08-06,28,26.3,7,8,1,9
1,2022-08-07,29,18.9,1,8,1,6
2,2022-08-07,19,25.5,1,8,1,8
3,2022-08-07,16,13.7,1,8,1,32
1,2022-08-08,24,17.5,2,8,1,5
2,2022-08-08,28,3.9,2,8,1,16
3,2022-08-08,21,22.5,2,8,1,50
1,2022-08-09,16,32.1,3,8,1,31
2,2022-08-09,16,16.6,3,8,1,14
3,2022-08-09,19,4.1,3,8,1,5
1,2022-08-10,27,18.6,4,8,1,49
2,2022-08-10,20,5.1,4,8,1,15
3,2022-08-10,17,20.2,4,8,1,34
1,2022-08-11,22,11.7,5,8,1,25
2,2022-08-11,22,17,5,8,1,28
3,2022-08-11,29,31.8,5,8,1,51
1,2022-08-12,16,24.9,6,8,1,14
2,2022-08-12,22,12.6,6,8,1,18
3,2022-08-12,29,19.5,6,8,1,12
1,2022-08-13,16,29.9,7,8,1,21
2,2022-08-13,17,15.2,7,8,1,44
3,2022-08-13,17,4,7,8,1,4
1,2022-08-14,27,12.8,1,8,1,29
2,2022-08-14,17,13.2,1,8,1,16
3,2022-08-14,18,17.2,1,8,1,44
1,2022-08-15,17,2.6,2,8,1,4
2,2022-08-15,15,27,2,8,1,45
3,2022-08-15,28,22.9,2,8,1,51
1,2022-08-16,20,16.2,3,8,1,44
2,2022-08-16,15,10.5,3,8,1,10
3,2022-08-16,16,4.9,3,8,1,19
1,2022-08-17,22,22.2,4,8,1,42
2,2022-08-17,21,26.1,4,8,1,4
3,2022-08-17,20,10.4,4,8,1,41
1,2022-08-18,26,21.5,5,8,1,37
2,2022-08-18,27,8.2,5,8,1,11
3,2022-08-18,27,21.6,5,8,1,8
1,2022-08-19,23,29.3,6,8,1,18
2,2022-08-19,17,3.3,6,8,1,18
3,2022-08-19,24,16.6,6,8,1,50
1,2022-08-20,26,9.6,7,8,1,16
2,2022-08-20,16,19.8,7,8,1,18
3,2022-08-20,29,1.6,7,8,1,13
1,2022-08-21,18,7.7,1,8,1,35
2,2022-08-21,21,14.2,1,8,1,38
3,2022-08-21,17,28.7,1,8,1,20
1,2022-08-22,21,10.3,2,8,1,40
2,2022-08-22,25,14.3,2,8,1,29
3,2022-08-22,21,2.6,2,8,1,6
1,2022-08-23,26,28.3,3,8,1,36
2,2022-08-23,27,20.7,3,8,1,46
3,2022-08-23,23,10.8,3,8,1,50
1,2022-08-24,25,11.7,4,8,1,3
2,2022-08-24,25,2.7,4,8,1,35
3,2022-08-24,24,7.9,4,8,1,11
1,2022-08-25,29,6.3,5,8,1,28
2,2022-08-25,23,6.8,5,8,1,25
3,2022-08-25,25,31.1,5,8,1,1
1,2022-08-26,25,6,6,8,1,42
2,2022-08-26,28,27.4,6,8,1,2
3,2022-08-26,16,13.4,6,8,1,5
1,2022-08-27,18,29.5,7,8,1,11
2,2022-08-27,28,12.9,7,8,1,32
3,2022-08-27,24,30,7,8,1,38
1,2022-08-28,21,23.9,1,8,1,22
2,2022-08-28,21,13.3,1,8,1,43
3,2022-08-28,17,5.9,1,8,1,36
1,2022-08-29,24,15.1,2,8,1,46
2,2022-08-29,25,24.4,2,8,1,28
3,2022-08-29,28,19,2,8,1,6
1,2022-08-30,28,19.8,3,8,1,12
2,2022-08-30,27,13.6,3,8,1,31
3,2022-08-30,22,29.8,3,8,1,31
1,2022-08-31,25,19.1,4,8,1,25
2,2022-08-31,19,26.4,4,8,1,51
3,2022-08-31,25,22.8,4,8,1,15
1,2022-09-01,18,19.9,5,9,1,7
2,2022-09-01,22,30.5,5,9,1,15
3,2022-09-01,19,9,5,9,1,6
1,2022-09-02,25,17.9,6,9,1,28
2,2022-09-02,15,19.7,6,9,1,31
3,2022-09-02,25,31.2,6,9,1,43
1,2022-09-03,21,28.9,7,9,1,3
2,2022-09-03,16,12.2,7,9,1,20
3,2022-09-03,24,22.4,7,9,1,50
1,2022-09-04,23,8.9,1,9,1,10
2,2022-09-04,19,30.4,1,9,1,52
3,2022-09-04,27,30.6,1,9,1,10
1,2022-09-05,27,31.3,2,9,1,50
2,2022-09-05,21,2.1,2,9,1,52
3,2022-09-05,15,16.3,2,9,1,21
1,2022-09-06,19,18.9,3,9,1,1
2,2022-09-06,29,15.8,3,9,1,6
3,2022-09-06,21,1.3,3,9,1,1
1,2022-09-07,21,1.3,4,9,1,26
2,2022-09-07,26,3.5,4,9,1,13
3,2022-09-07,26,9.4,4,9,1,30
1,2022-09-08,26,30.4,5,9,1,27
2,2022-09-08,20,19.2,5,9,1,52
3,2022-09-08,29,4.7,5,9,1,41
1,2022-09-09,16,15.6,6,9,1,44
2,2022-09-09,19,13.2,6,9,1,15
3,2022-09-09,22,25.4,6,9,1,45
1,2022-09-10,27,18.1,7,9,1,5
2,2022-09-10,16,5,7,9,1,10
3,2022-09-10,28,20,7,9,1,23
1,2022-09-11,22,6.1,1,9,1,24
2,2022-09-11,15,25,1,9,1,17
3,2022-09-11,26,28.4,1,9,1,22
1,2022-09-12,29,1.9,2,9,1,50
2,2022-09-12,16,2.4,2,9,1,21
3,2022-09-12,21,17.1,2,9,1,27
1,2022-09-13,15,9.4,3,9,1,4
2,2022-09-13,26,12.6,3,9,1,26
3,2022-09-13,16,10.4,3,9,1,20
1,2022-09-14,16,13.9,4,9,1,9
2,2022-09-14,21,5,4,9,1,27
3,2022-09-14,29,32.7,4,9,1,13
1,2022-09-15,29,13,5,9,1,9
2,2022-09-15,27,23.8,5,9,1,36
3,2022-09-15,19,29.8,5,9,1,34
1,2022-09-16,17,15.2,6,9,1,40
2,2022-09-16,15,31.3,6,9,1,41
3,2022-09-16,26,2.1,6,9,1,46
1,2022-09-17,29,15.9,7,9,1,51
2,2022-09-17,22,23.2,7,9,1,8
3,2022-09-17,19,24.2,7,9,1,4
1,2022-09-18,28,3.1,1,9,1,24
2,2022-09-18,20,12.1,1,9,1,31
3,2022-09-18,20,11,1,9,1,29
1,2022-09-19,17,21.1,2,9,1,28
2,2022-09-19,24,29.5,2,9,1,48
3,2022-09-19,25,7.5,2,9,1,36
1,2022-09-20,17,14.7,3,9,1,44
2,2022-09-20,27,26.9,3,9,1,32
3,2022-09-20,27,14.9,3,9,1,36
1,2022-09-21,19,7.4,4,9,1,51
2,2022-09-21,19,21.1,4,9,1,21
3,2022-09-21,25,23.9,4,9,1,6
1,2022-09-22,23,13.6,5,9,1,14
2,2022-09-22,20,13.9,5,9,1,34
3,2022-09-22,22,24.6,5,9,1,42
1,2022-09-23,28,30.9,6,9,1,20
2,2022-09-23,19,10.7,6,9,1,31
3,2022-09-23,24,22.8,6,9,1,10
1,2022-09-24,21,25.3,7,9,1,23
2,2022-09-24,26,7.7,7,9,1,14
3,2022-09-24,19,20.6,7,9,1,49
1,2022-09-25,16,5.9,1,9,1,51
2,2022-09-25,20,25.8,1,9,1,41
3,2022-09-25,19,6,1,9,1,43
1,2022-09-26,26,14.7,2,9,1,19
2,2022-09-26,29,6.5,2,9,1,15
3,2022-09-26,27,2.3,2,9,1,4
1,2022-09-27,15,3.1,3,9,1,23
2,2022-09-27,29,29.7,3,9,1,3
3,2022-09-27,24,11.3,3,9,1,22
1,2022-09-28,28,2.8,4,9,1,21
2,2022-09-28,17,16.3,4,9,1,15
3,2022-09-28,15,23.8,4,9,1,12
1,2022-09-29,24,18.8,5,9,1,42
2,2022-09-29,18,12.7,5,9,1,11
3,2022-09-29,20,9.6,5,9,1,9
1,2022-09-30,29,11.2,6,9,1,31
2,2022-09-30,23,21.1,6,9,1,39
3,2022-09-30,20,13,6,9,1,24
1,2022-10-01,22,8.4,7,10,1,48
2,2022-10-01,28,30.2,7,10,1,9
3,2022-10-01,24,20.2,7,10,1,44
1,2022-10-02,29,7.4,1,10,1,37
2,2022-10-02,22,4.9,1,10,1,6
3,2022-10-02,29,27.5,1,10,1,11
1,2022-10-03,19,16.4,2,10,1,47
2,2022-10-03,16,8.1,2,10,1,13
3,2022-10-03,19,20.2,2,10,1,22
1,2022-10-04,16,29.7,3,10,1,31
2,2022-10-04,20,25.7,3,10,1,25
3,2022-10-04,27,1.6,3,10,1,16
1,2022-10-05,20,5.3,4,10,1,20
2,2022-10-05,16,22,4,10,1,23
3,2022-10-05,27,8.8,4,10,1,17
1,2022-10-06,19,14.5,5,10,1,31
2,2022-10-06,17,2.9,5,10,1,50
3,2022-10-06,24,25.3,5,10,1,6
1,2022-10-07,26,14,6,10,1,45
2,2022-10-07,22,31,6,10,1,29
3,2022-10-07,21,14.9,6,10,1,10
1,2022-10-08,25,20.3,7,10,1,39
2,2022-10-08,27,20.9,7,10,1,3
3,2022-10-08,17,17.1,7,10,1,31
1,2022-10-09,25,18.2,1,10,1,35
2,2022-10-09,20,8.2,1,10,1,5
3,2022-10-09,23,6.3,1,10,1,19
1,2022-10-10,26,6.8,2,10,1,38
2,2022-10-10,25,31.6,2,10,1,27
3,2022-10-10,28,11.9,2,10,1,38
1,2022-10-11,15,31.9,3,10,1,41
2,2022-10-11,19,19.3,3,10,1,39
3,2022-10-11,21,29.6,3,10,1,21
1,2022-10-12,15,12.5,4,10,1,8
2,2022-10-12,19,1.9,4,10,1,8
3,2022-10-12,15,18.3,4,10,1,30
1,2022-10-13,29,19.8,5,10,1,44
2,2022-10-13,25,11.2,5,10,1,37
3,2022-10-13,20,29,5,10,1,39
1,2022-10-14,29,25.1,6,10,1,16
2,2022-10-14,26,22.1,6,10,1,27
3,2022-10-14,27,14.8,6,10,1,35
1,2022-10-15,29,8.6,7,10,1,7
2,2022-10-15,28,3,7,10,1,50
3,2022-10-15,17,23,7,10,1,32
1,2022-10-16,20,21.1,1,10,1,32
2,2022-10-16,24,2.5,1,10,1,20
3,2022-10-16,16,2.3,1,10,1,52
1,2022-10-17,20,8,2,10,1,21
2,2022-10-17,16,18.5,2,10,1,43
3,2022-10-17,16,2.2,2,10,1,41
1,2022-10-18,23,5,3,10,1,41
2,2022-10-18,20,7.6,3,10,1,4
3,2022-10-18,28,7.1,3,10,1,2
1,2022-10-19,22,4.5,4,10,1,14
2,2022-10-19,18,10.3,4,10,1,49
3,2022-10-19,22,32.4,4,10,1,46
1,2022-10-20,19,26.5,5,10,1,8
2,2022-10-20,29,10.3,5,10,1,40
3,2022-10-20,24,5.4,5,10,1,41
1,2022-10-21,16,24.2,6,10,1,52
2,2022-10-21,29,5,6,10,1,27
3,2022-10-21,15,25.5,6,10,1,49
1,2022-10-22,16,1.2,7,10,1,37
2,2022-10-22,23,31,7,10,1,34
3,2022-10-22,17,15,7,10,1,3
1,2022-10-23,15,27.6,1,10,1,46
2,2022-10-23,20,27.5,1,10,1,48
3,2022-10-23,27,30.4,1,10,1,33
1,2022-10-24,15,16.9,2,10,1,26
2,2022-10-24,22,5.8,2,10,1,18
3,2022-10-24,29,24.6,2,10,1,16
1,2022-10-25,24,28,3,10,1,12
2,2022-10-25,20,23.8,3,10,1,11
3,2022-10-25,18,16.6,3,10,1,27
1,2022-10-26,17,14.8,4,10,1,9
2,2022-10-26,19,19.9,4,10,1,37
3,2022-10-26,15,6.7,4,10,1,4
1,2022-10-27,29,19.9,5,10,1,8
2,2022-10-27,26,5.1,5,10,1,15
3,2022-10-27,25,30.3,5,10,1,47
1,2022-10-28,22,19.7,6,10,1,42
2,2022-10-28,16,1.4,6,10,1,43
3,2022-10-28,20,24.9,6,10,1,35
1,2022-10-29,29,3.6,7,10,1,14
2,2022-10-29,15,12,7,10,1,26
3,2022-10-29,22,30.7,7,10,1,38
1,2022-10-30,24,26.3,1,10,1,26
2,2022-10-30,26,30.2,1,10,1,49
3,2022-10-30,28,24.6,1,10,1,29
1,2022-10-31,26,8.1,2,10,1,44
2,2022-10-31,16,14.4,2,10,1,17
3,2022-10-31,24,20.2,2,10,1,19
1,2022-11-01,24,9.8,3,11,1,24
2,2022-11-01,27,2.2,3,11,1,36
3,2022-11-01,28,32.5,3,11,1,2
1,2022-11-02,17,20.4,4,11,1,10
2,2022-11-02,29,32.5,4,11,1,22
3,2022-11-02,21,8.9,4,11,1,15
1,2022-11-03,24,22.8,5,11,1,20
2,2022-11-03,27,18.3,5,11,1,39
3,2022-11-03,22,14.4,5,11,1,41
1,2022-11-04,20,2.5,6,11,1,15
2,2022-11-04,19,20.9,6,11,1,39
3,2022-11-04,28,29.3,6,11,1,41
1,2022-11-05,18,10.3,7,11,1,26
2,2022-11-05,18,4,7,11,1,14
3,2022-11-05,23,22.4,7,11,1,45
1,2022-11-06,22,22.7,1,11,1,9
2,2022-11-06,25,19.8,1,11,1,12
3,2022-11-06,19,9.3,1,11,1,21
1,2022-11-07,24,9,2,11,1,52
2,2022-11-07,20,27.4,2,11,1,40
3,2022-11-07,15,19.7,2,11,1,4
1,2022-11-08,27,16,3,11,1,20
2,2022-11-08,23,32.1,3,11,1,18
3,2022-11-08,15,27,3,11,1,15
1,2022-11-09,29,30.6,4,11,1,20
2,2022-11-09,20,25.9,4,11,1,27
3,2022-11-09,20,18.2,4,11,1,34
1,2022-11-10,21,15,5,11,1,24
2,2022-11-10,22,23.4,5,11,1,7
3,2022-11-10,23,25.1,5,11,1,15
1,2022-11-11,27,27.2,6,11,1,10
2,2022-11-11,21,1.6,6,11,1,37
3,2022-11-11,18,32.4,6,11,1,4
1,2022-11-12,18,8.2,7,11,1,44
2,2022-11-12,16,18.8,7,11,1,33
3,2022-11-12,18,18.6,7,11,1,25
1,2022-11-13,23,9.7,1,11,1,31
2,2022-11-13,15,22.7,1,11,1,13
3,2022-11-13,21,21.4,1,11,1,6
1,2022-11-14,25,2.7,2,11,1,3
2,2022-11-14,26,32.8,2,11,1,15
3,2022-11-14,26,23.3,2,11,1,52
1,2022-11-15,22,20.3,3,11,1,7
2,2022-11-15,26,10.9,3,11,1,17
3,2022-11-15,29,14.2,3,11,1,15
1,2022-11-16,28,3.1,4,11,1,31
2,2022-11-16,18,13.7,4,11,1,52
3,2022-11-16,25,13.6,4,11,1,45
1,2022-11-17,18,16.2,5,11,1,29
2,2022-11-17,21,31.8,5,11,1,21
3,2022-11-17,25,18.3,5,11,1,12
1,2022-11-18,28,2.5,6,11,1,33
2,2022-11-18,16,9.5,6,11,1,21
3,2022-11-18,15,32.7,6,11,1,52
1,2022-11-19,26,17.3,7,11,1,47
2,2022-11-19,20,12.2,7,11,1,46
3,2022-11-19,20,5.9,7,11,1,41
1,2022-11-20,25,11.5,1,11,1,43
2,2022-11-20,21,19.9,1,11,1,38
3,2022-11-20,21,13,1,11,1,52
1,2022-11-21,28,20.9,2,11,1,39
2,2022-11-21,21,5.3,2,11,1,37
3,2022-11-21,15,13.7,2,11,1,23
1,2022-11-22,27,17,3,11,1,31
2,2022-11-22,16,23.6,3,11,1,18
3,2022-11-22,24,11.6,3,11,1,43
1,2022-11-23,22,19.2,4,11,1,48
2,2022-11-23,15,7.2,4,11,1,10
3,2022-11-23,18,4.6,4,11,1,45
1,2022-11-24,16,12,5,11,1,51
2,2022-11-24,20,12.1,5,11,1,44
3,2022-11-24,16,18.3,5,11,1,24
1,2022-11-25,22,11.7,6,11,1,25
2,2022-11-25,18,4.1,6,11,1,47
3,2022-11-25,26,15.2,6,11,1,50
1,2022-11-26,23,17.1,7,11,1,19
2,2022-11-26,18,18.3,7,11,1,49
3,2022-11-26,21,6.6,7,11,1,39
1,2022-11-27,23,26.8,1,11,1,14
2,2022-11-27,21,17.6,1,11,1,37
3,2022-11-27,16,11.6,1,11,1,20
1,2022-11-28,22,10.9,2,11,1,21
2,2022-11-28,23,11.6,2,11,1,29
3,2022-11-28,24,3.5,2,11,1,6
1,2022-11-29,18,4.4,3,11,1,42
2,2022-11-29,17,19.8,3,11,1,15
3,2022-11-29,29,24.9,3,11,1,31
1,2022-11-30,21,24,4,11,1,19
2,2022-11-30,21,2,4,11,1,30
3,2022-11-30,17,4.9,4,11,1,29
1,2022-12-01,16,19.1,5,12,1,14
2,2022-12-01,17,4.3,5,12,1,30
3,2022-12-01,24,29.4,5,12,1,31
1,2022-12-02,19,21.3,6,12,1,47
2,2022-12-02,29,14.1,6,12,1,36
3,2022-12-02,25,22.5,6,12,1,29
1,2022-12-03,19,29.6,7,12,1,8
2,2022-12-03,29,10.2,7,12,1,52
3,2022-12-03,18,9.3,7,12,1,42
1,2022-12-04,15,23.2,1,12,1,6
2,2022-12-04,21,30.3,1,12,1,47
3,2022-12-04,22,11,1,12,1,34
1,2022-12-05,25,12.9,2,12,1,27
2,2022-12-05,23,12,2,12,1,22
3,2022-12-05,29,1.9,2,12,1,21
1,2022-12-06,17,29.7,3,12,1,32
2,2022-12-06,24,7.4,3,12,1,25
3,2022-12-06,17,7.8,3,12,1,39
1,2022-12-07,20,2,4,12,1,50
2,2022-12-07,29,10.2,4,12,1,33
3,2022-12-07,29,3,4,12,1,24
1,2022-12-08,29,20.1,5,12,1,46
2,2022-12-08,27,15.5,5,12,1,18
3,2022-12-08,15,11.8,5,12,1,16
1,2022-12-09,16,9.8,6,12,1,16
2,2022-12-09,21,5.4,6,12,1,6
3,2022-12-09,15,1.5,6,12,1,12
1,2022-12-10,23,20.8,7,12,1,45
2,2022-12-10,24,13.6,7,12,1,32
3,2022-12-10,22,27.1,7,12,1,43
1,2022-12-11,28,9.4,1,12,1,47
2,2022-12-11,21,12.1,1,12,1,36
3,2022-12-11,23,1.3,1,12,1,10
1,2022-12-12,17,19.4,2,12,1,15
2,2022-12-12,16,25.2,2,12,1,50
3,2022-12-12,27,31.2,2,12,1,10
1,2022-12-13,25,12.7,3,12,1,15
2,2022-12-13,26,28.3,3,12,1,21
3,2022-12-13,26,20.9,3,12,1,41
1,2022-12-14,28,25.8,4,12,1,26
2,2022-12-14,20,19.2,4,12,1,52
3,2022-12-14,15,22.8,4,12,1,14
1,2022-12-15,15,29.1,5,12,1,27
2,2022-12-15,15,32.6,5,12,1,48
3,2022-12-15,16,14.1,5,12,1,17
1,2022-12-16,17,17.9,6,12,1,25
2,2022-12-16,27,6.1,6,12,1,26
3,2022-12-16,29,16.9,6,12,1,20
1,2022-12-17,19,31.1,7,12,1,25
2,2022-12-17,20,2.7,7,12,1,25
3,2022-12-17,23,11.3,7,12,1,44
1,2022-12-18,24,9.7,1,12,1,16
2,2022-12-18,19,25.5,1,12,1,26
3,2022-12-18,18,9.2,1,12,1,39
1,2022-12-19,27,15.7,2,12,1,20
2,2022-12-19,21,29.6,2,12,1,30
3,2022-12-19,19,5,2,12,1,49
1,2022-12-20,21,4.2,3,12,1,23
2,2022-12-20,29,11.4,3,12,1,13
3,2022-12-20,26,19.8,3,12,1,23
1,2022-12-21,15,20,4,12,1,36
2,2022-12-21,17,4.6,4,12,1,14
3,2022-12-21,16,13.9,4,12,1,13
1,2022-12-22,15,21.7,5,12,1,2
2,2022-12-22,16,17.4,5,12,1,37
3,2022-12-22,18,6.1,5,12,1,28
1,2022-12-23,17,2.7,6,12,1,52
2,2022-12-23,16,32,6,12,1,27
3,2022-12-23,29,18.8,6,12,1,1
1,2022-12-24,20,5,7,12,1,39
2,2022-12-24,18,13.8,7,12,1,21
3,2022-12-24,19,29.7,7,12,1,19
1,2022-12-25,18,9.6,1,12,1,52
2,2022-12-25,27,27.5,1,12,1,13
3,2022-12-25,28,15.5,1,12,1,19
1,2022-12-26,15,10.6,2,12,1,19
2,2022-12-26,18,26.8,2,12,1,17
3,2022-12-26,19,1,2,12,1,50
1,2022-12-27,21,8.6,3,12,1,32
2,2022-12-27,15,17.9,3,12,1,45
3,2022-12-27,18,24.9,3,12,1,33
1,2022-12-28,21,30.7,4,12,1,16
2,2022-12-28,16,11.4,4,12,1,47
3,2022-12-28,20,31,4,12,1,4
1,2022-12-29,27,3.2,5,12,1,43
2,2022-12-29,27,28.6,5,12,1,8
3,2022-12-29,21,15.1,5,12,1,35
1,2022-12-30,15,23.4,6,12,1,27
2,2022-12-30,29,31.4,6,12,1,43
3,2022-12-30,19,26.4,6,12,1,42
1,2022-12-31,28,5.6,7,12,1,19
2,2022-12-31,22,28.6,7,12,1,5
3,2022-12-31,18,18.3,7,12,1,26
1,2023-01-01,20,22.5,1,1,1,13
2,2023-01-01,23,32,1,1,1,28
3,2023-01-01,26,22.1,1,1,1,24
1,2023-01-02,26,28.6,2,1,1,48
2,2023-01-02,28,21.3,2,1,1,45
3,2023-01-02,15,1,2,1,1,14
1,2023-01-03,17,6.7,3,1,1,3
2,2023-01-03,15,28.7,3,1,1,47
3,2023-01-03,25,16.1,3,1,1,26
1,2023-01-04,27,13.4,4,1,1,17
2,2023-01-04,26,12.4,4,1,1,23
3,2023-01-04,28,32.6,4,1,1,4
1,2023-01-05,20,4.5,5,1,1,19
2,2023-01-05,25,2.5,5,1,1,36
3,2023-01-05,17,4.2,5,1,1,23
1,2023-01-06,21,25,6,1,1,44
2,2023-01-06,18,8.5,6,1,1,2
3,2023-01-06,27,19,6,1,1,21
1,2023-01-07,29,25,7,1,1,36
2,2023-01-07,27,30.3,7,1,1,38
3,2023-01-07,25,14.8,7,1,1,23
1,2023-01-08,21,27,1,1,1,37
2,2023-01-08,29,11.7,1,1,1,7
3,2023-01-08,28,6.1,1,1,1,39
1,2023-01-09,21,15.3,2,1,1,18
2,2023-01-09,28,25.5,2,1,1,46
3,2023-01-09,24,17.9,2,1,1,26
1,2023-01-10,21,19.6,3,1,1,1
2,2023-01-10,28,3.8,3,1,1,25
3,2023-01-10,22,1.2,3,1,1,32
1,2023-01-11,15,29.2,4,1,1,15
2,2023-01-11,23,32.2,4,1,1,40
3,2023-01-11,17,29.7,4,1,1,35
1,2023-01-12,20,10.9,5,1,1,8
2,2023-01-12,29,12.5,5,1,1,47
3,2023-01-12,27,25,5,1,1,15
1,2023-01-13,16,4.6,6,1,1,40
2,2023-01-13,28,12.2,6,1,1,6
3,2023-01-13,28,25.1,6,1,1,1
1,2023-01-14,23,23.4,7,1,1,32
2,2023-01-14,27,19.5,7,1,1,24
3,2023-01-14,25,3.4,7,1,1,23
1,2023-01-15,27,20.9,1,1,1,30
2,2023-01-15,24,32.4,1,1,1,3
3,2023-01-15,15,11.4,1,1,1,40
1,2023-01-16,26,27.2,2,1,1,44
2,2023-01-16,25,26.5,2,1,1,15
3,2023-01-16,15,5.2,2,1,1,52
1,2023-01-17,24,23.2,3,1,1,4
2,2023-01-17,27,15.9,3,1,1,46
3,2023-01-17,25,28,3,1,1,33
1,2023-01-18,15,31.5,4,1,1,1
2,2023-01-18,20,21.4,4,1,1,27
3,2023-01-18,19,12,4,1,1,35
1,2023-01-19,23,16.8,5,1,1,17
2,2023-01-19,19,10.3,5,1,1,3
3,2023-01-19,18,29.5,5,1,1,28
1,2023-01-20,21,4.7,6,1,1,24
2,2023-01-20,25,32,6,1,1,13
3,2023-01-20,27,14.2,6,1,1,39
1,2023-01-21,17,25,7,1,1,12
2,2023-01-21,18,16.1,7,1,1,37
3,2023-01-21,22,1.2,7,1,1,12
1,2023-01-22,27,20.1,1,1,1,37
2,2023-01-22,28,30.1,1,1,1,44
3,2023-01-22,25,28.8,1,1,1,48
1,2023-01-23,29,8.6,2,1,1,34
2,2023-01-23,28,27.1,2,1,1,23
3,2023-01-23,19,4,2,1,1,4
1,2023-01-24,28,10.3,3,1,1,42
2,2023-01-24,29,0.9,3,1,1,47
3,2023-01-24,22,19.8,3,1,1,18
1,2023-01-25,17,24.6,4,1,1,32
2,2023-01-25,22,22.8,4,1,1,13
3,2023-01-25,28,12.9,4,1,1,5
1,2023-01-26,18,17.4,5,1,1,45
2,2023-01-26,29,29.3,5,1,1,26
3,2023-01-26,20,9.7,5,1,1,27
1,2023-01-27,15,9.2,6,1,1,52
2,2023-01-27,18,27.2,6,1,1,40
3,2023-01-27,25,9.5,6,1,1,44
1,2023-01-28,22,23.9,7,1,1,18
2,2023-01-28,27,1.4,7,1,1,46
3,2023-01-28,17,27.8,7,1,1,3
1,2023-01-29,18,11.3,1,1,1,10
2,2023-01-29,18,23.4,1,1,1,31
3,2023-01-29,16,2.3,1,1,1,5
1,2023-01-30,19,5.2,2,1,1,33
2,2023-01-30,18,29.5,2,1,1,21
3,2023-01-30,22,18.3,2,1,1,44
1,2023-01-31,22,9,3,1,1,10
2,2023-01-31,15,3.8,3,1,1,2
3,2023-01-31,29,13.2,3,1,1,4
1,2023-02-01,17,5.9,4,2,1,44
2,2023-02-01,16,15.1,4,2,1,5
3,2023-02-01,18,15.8,4,2,1,9
1,2023-02-02,26,5.3,5,2,1,8
2,2023-02-02,29,17.8,5,2,1,8
3,2023-02-02,20,13.3,5,2,1,28
1,2023-02-03,21,9.6,6,2,1,5
2,2023-02-03,23,25.6,6,2,1,4
3,2023-02-03,21,4,6,2,1,15
1,2023-02-04,16,2,7,2,1,48
2,2023-02-04,21,0.9,7,2,1,39
3,2023-02-04,16,30.8,7,2,1,25
1,2023-02-05,26,21.7,1,2,1,39
2,2023-02-05,17,8.6,1,2,1,15
3,2023-02-05,24,17.7,1,2,1,41
1,2023-02-06,29,29.7,2,2,1,52
2,2023-02-06,19,26.1,2,2,1,13
3,2023-02-06,25,30.5,2,2,1,15
1,2023-02-07,24,27.9,3,2,1,9
2,2023-02-07,15,20.8,3,2,1,23
3,2023-02-07,25,29.9,3,2,1,2
1,2023-02-08,28,11.3,4,2,1,18
2,2023-02-08,29,26.6,4,2,1,44
3,2023-02-08,25,17.1,4,2,1,14
1,2023-02-09,26,1.6,5,2,1,31
2,2023-02-09,25,23.1,5,2,1,50
3,2023-02-09,29,31.4,5,2,1,24
1,2023-02-10,15,31.5,6,2,1,37
2,2023-02-10,25,2.4,6,2,1,27
3,2023-02-10,26,26,6,2,1,30
1,2023-02-11,21,7.4,7,2,1,34
2,2023-02-11,19,15.5,7,2,1,43
3,2023-02-11,25,1.6,7,2,1,46
1,2023-02-12,25,13.5,1,2,1,48
2,2023-02-12,17,26.7,1,2,1,47
3,2023-02-12,22,11.4,1,2,1,39
1,2023-02-13,28,25,2,2,1,9
2,2023-02-13,28,17.1,2,2,1,11
3,2023-02-13,26,14.8,2,2,1,26
1,2023-02-14,25,18.9,3,2,1,26
2,2023-02-14,20,26.2,3,2,1,2
3,2023-02-14,17,21.5,3,2,1,51
1,2023-02-15,15,14.5,4,2,1,12
2,2023-02-15,17,32.1,4,2,1,38
3,2023-02-15,21,11.1,4,2,1,18
1,2023-02-16,27,14.1,5,2,1,51
2,2023-02-16,21,31.5,5,2,1,35
3,2023-02-16,21,28.8,5,2,1,24
1,2023-02-17,28,18.3,6,2,1,9
2,2023-02-17,27,25.3,6,2,1,42
3,2023-02-17,15,20.8,6,2,1,50
1,2023-02-18,22,3.2,7,2,1,28
2,2023-02-18,17,3,7,2,1,10
3,2023-02-18,19,18.4,7,2,1,9
1,2023-02-19,20,8.6,1,2,1,42
2,2023-02-19,21,24.5,1,2,1,19
3,2023-02-19,19,6.5,1,2,1,10
1,2023-02-20,15,24.6,2,2,1,31
2,2023-02-20,19,4.6,2,2,1,18
3,2023-02-20,15,4.4,2,2,1,2
1,2023-02-21,17,22.8,3,2,1,34
2,2023-02-21,18,28,3,2,1,51
3,2023-02-21,19,31.8,3,2,1,32
1,2023-02-22,18,25.5,4,2,1,36
2,2023-02-22,21,23.4,4,2,1,22
3,2023-02-22,23,8.4,4,2,1,10
1,2023-02-23,22,24.9,5,2,1,10
2,2023-02-23,28,27.6,5,2,1,52
3,2023-02-23,20,10.4,5,2,1,21
1,2023-02-24,28,5.7,6,2,1,39
2,2023-02-24,22,17.4,6,2,1,52
3,2023-02-24,28,19.3,6,2,1,19
1,2023-02-25,19,7.4,7,2,1,34
2,2023-02-25,20,9.5,7,2,1,10
